GRAND_ID: 7099
DAM_NAME: -78.56618
LONG: -78.56618
LAT: -2.592487
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.11
2.0;0.01;0.23
3.0;0.02;0.36
4.0;0.03;0.5
5.0;0.03;0.65
6.0;0.06;0.81
7.0;0.06;0.98
8.0;0.09;1.19
9.0;0.11;1.41
10.0;0.17;1.69
11.0;0.19;2.0
12.0;0.26;2.37
13.0;0.28;2.76
14.0;0.34;3.21
15.0;0.38;3.7
16.0;0.44;4.24
17.0;0.47;4.82
18.0;0.54;5.47
19.0;0.54;6.12
20.0;0.61;6.83
21.0;0.63;7.58
22.0;0.69;8.38
23.0;0.71;9.2
24.0;0.77;10.08
25.0;0.78;10.97
26.0;0.85;11.93
27.0;0.88;12.92
28.0;0.96;13.99
29.0;1.0;15.1
30.0;1.06;16.27
31.0;1.1;17.48
32.0;1.15;18.74
33.0;1.16;20.01
34.0;1.23;21.34
35.0;1.25;22.7
36.0;1.31;24.12
37.0;1.35;25.58
38.0;1.42;27.1
39.0;1.42;28.63
40.0;1.5;30.24
41.0;1.52;31.87
42.0;1.58;33.55
43.0;1.61;35.27
44.0;1.68;37.06
45.0;1.68;38.85
46.0;1.74;40.71
47.0;1.76;42.58
48.0;1.83;44.52
49.0;1.87;46.5
50.0;1.95;48.56
51.0;1.97;50.64
52.0;2.03;52.78
53.0;2.06;54.95
54.0;2.13;57.19
55.0;2.17;59.47
56.0;2.23;61.81
57.0;2.23;64.15
58.0;2.28;66.54
59.0;2.31;68.96
60.0;2.36;71.42
61.0;2.38;73.91
62.0;2.42;76.44
63.0;2.43;78.98
64.0;2.45;81.54
65.0;2.47;84.12
66.0;2.5;86.73
67.0;2.51;89.35
