GRAND_ID: 2656
DAM_NAME: -3.284375
LONG: -3.284375
LAT: 43.159272
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.12
2.0;0.04;0.27
3.0;0.05;0.42
4.0;0.07;0.6
5.0;0.08;0.78
6.0;0.1;0.99
7.0;0.11;1.21
8.0;0.13;1.44
9.0;0.14;1.69
10.0;0.18;1.97
11.0;0.19;2.27
12.0;0.23;2.61
13.0;0.24;2.95
14.0;0.3;3.36
15.0;0.32;3.78
16.0;0.38;4.26
17.0;0.42;4.79
18.0;0.51;5.41
19.0;0.56;6.08
20.0;0.62;6.8
21.0;0.64;7.54
22.0;0.72;8.37
23.0;0.75;9.22
24.0;0.81;10.14
25.0;0.85;11.09
26.0;0.92;12.12
27.0;0.94;13.17
28.0;1.02;14.29
29.0;1.04;15.44
30.0;1.1;16.64
31.0;1.12;17.87
