GRAND_ID: 2813
DAM_NAME: -0.865245
LONG: -0.865245
LAT: 39.343892
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.17
2.0;0.06;0.35
3.0;0.11;0.58
4.0;0.12;0.83
5.0;0.16;1.11
6.0;0.17;1.4
7.0;0.21;1.74
8.0;0.22;2.09
9.0;0.25;2.46
10.0;0.27;2.85
11.0;0.31;3.28
12.0;0.33;3.74
13.0;0.45;4.32
14.0;0.5;4.94
15.0;0.57;5.64
16.0;0.6;6.36
17.0;0.69;7.18
18.0;0.75;8.06
19.0;0.85;9.03
20.0;0.88;10.03
21.0;0.92;11.07
22.0;0.93;12.13
23.0;0.95;13.21
24.0;0.96;14.29
