GRAND_ID: 2545
DAM_NAME: -42.097593
LONG: -42.097593
LAT: -22.138187
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.16
2.0;0.08;0.34
3.0;0.13;0.59
4.0;0.16;0.86
5.0;0.21;1.17
6.0;0.22;1.49
7.0;0.26;1.86
8.0;0.27;2.24
9.0;0.31;2.66
10.0;0.33;3.09
11.0;0.46;3.66
12.0;0.55;4.31
13.0;0.76;5.18
14.0;0.85;6.14
15.0;1.11;7.35
16.0;1.22;8.67
17.0;1.39;10.17
18.0;1.47;11.75
19.0;1.61;13.47
20.0;1.68;15.26
21.0;1.83;17.2
22.0;1.88;19.19
23.0;2.01;21.31
24.0;2.06;23.48
25.0;2.19;25.78
26.0;2.27;28.16
27.0;2.44;30.71
28.0;2.52;33.33
29.0;2.7;36.14
30.0;2.77;39.02
31.0;2.94;42.07
32.0;3.0;45.17
