GRAND_ID: 2417
DAM_NAME: -45.868093
LONG: -45.868093
LAT: -23.373508
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.18
2.0;0.09;0.38
3.0;0.14;0.63
4.0;0.17;0.91
5.0;0.42;1.44
6.0;0.55;2.11
7.0;1.01;3.23
8.0;1.17;4.52
9.0;1.74;6.37
10.0;1.99;8.47
11.0;2.69;11.27
12.0;2.95;14.34
13.0;3.7;18.14
14.0;3.97;22.22
15.0;4.71;27.05
16.0;5.02;32.19
17.0;5.96;38.26
18.0;6.29;44.66
19.0;7.28;52.05
20.0;7.83;60.0
21.0;9.25;69.36
22.0;9.94;79.42
23.0;11.56;91.09
24.0;12.16;103.36
25.0;13.9;117.38
26.0;14.6;132.09
27.0;16.43;148.63
28.0;17.08;165.83
29.0;18.89;184.83
30.0;19.5;204.45
31.0;21.01;225.58
32.0;21.55;247.23
33.0;22.8;270.14
34.0;23.29;293.54
35.0;24.4;318.06
36.0;24.79;342.97
37.0;25.8;368.88
38.0;26.2;395.2
39.0;26.98;422.29
40.0;27.28;449.68
41.0;28.02;477.82
42.0;28.27;506.21
43.0;28.86;535.18
44.0;29.08;564.37
45.0;29.54;594.02
46.0;29.69;623.83
