GRAND_ID: 6692
DAM_NAME: 146.263412
LONG: 146.263412
LAT: -42.266893
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.73;0.94
2.0;0.99;2.15
3.0;1.71;4.07
4.0;2.3;6.58
5.0;3.48;10.27
6.0;3.93;14.41
7.0;5.08;19.7
8.0;5.67;25.58
9.0;7.06;32.84
10.0;7.49;40.55
11.0;8.5;49.26
12.0;9.11;58.59
13.0;11.67;70.47
14.0;12.51;83.19
15.0;14.89;98.29
16.0;16.04;114.54
17.0;18.84;133.6
18.0;19.88;153.68
19.0;22.5;176.39
20.0;23.44;200.04
21.0;26.23;226.48
22.0;27.08;253.77
23.0;29.17;283.15
24.0;29.81;313.17
25.0;31.66;345.04
26.0;32.42;377.67
27.0;34.12;412.0
28.0;34.86;447.07
29.0;36.23;483.52
30.0;36.76;520.49
31.0;37.83;558.53
32.0;38.23;596.97
33.0;39.01;636.19
34.0;39.3;675.7
35.0;39.89;715.8
36.0;40.08;756.09
37.0;40.42;796.72
38.0;40.55;837.48
39.0;40.8;878.5
40.0;40.88;919.59
41.0;41.07;960.87
42.0;41.12;1002.21
