GRAND_ID: 6645
DAM_NAME: 147.294518
LONG: 147.294518
LAT: -36.874647
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.14
2.0;0.06;0.31
3.0;0.09;0.52
4.0;0.13;0.76
5.0;0.18;1.06
6.0;0.24;1.41
7.0;0.29;1.82
8.0;0.37;2.3
9.0;0.46;2.87
10.0;0.57;3.56
11.0;0.67;4.34
12.0;0.79;5.25
13.0;0.88;6.24
14.0;0.97;7.33
15.0;1.04;8.48
16.0;1.11;9.71
17.0;1.17;10.99
18.0;1.23;12.34
19.0;1.3;13.75
20.0;1.36;15.23
21.0;1.41;16.76
22.0;1.47;18.34
23.0;1.52;19.98
24.0;1.58;21.67
25.0;1.61;23.4
26.0;1.66;25.17
27.0;1.69;26.97
28.0;1.73;28.82
29.0;1.76;30.69
30.0;1.79;32.59
31.0;1.81;34.52
32.0;1.84;36.47
33.0;1.87;38.46
34.0;1.9;40.47
35.0;1.93;42.52
36.0;1.96;44.59
37.0;1.97;46.67
38.0;1.99;48.78
39.0;2.01;50.9
40.0;2.03;53.04
41.0;2.04;55.19
42.0;2.05;57.36
43.0;2.07;59.54
44.0;2.08;61.74
45.0;2.09;63.94
46.0;2.11;66.16
47.0;2.12;68.4
48.0;2.13;70.64
49.0;2.14;72.89
50.0;2.14;75.15
51.0;2.15;77.41
52.0;2.16;79.68
53.0;2.17;81.96
54.0;2.18;84.26
55.0;2.19;86.55
