GRAND_ID: 6737
DAM_NAME: 151.135417
LONG: 151.135417
LAT: -31.347917
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.21
2.0;0.24;0.58
3.0;0.3;1.01
4.0;0.47;1.61
5.0;0.59;2.33
6.0;0.84;3.31
7.0;0.99;4.44
8.0;1.43;6.0
9.0;1.68;7.81
10.0;2.2;10.14
11.0;2.51;12.79
12.0;3.16;16.08
13.0;3.41;19.62
14.0;4.01;23.77
15.0;4.27;28.18
16.0;4.73;33.05
17.0;4.89;38.07
18.0;5.32;43.52
19.0;5.45;49.11
20.0;5.8;55.05
21.0;5.91;61.09
22.0;6.15;67.38
23.0;6.22;73.74
24.0;6.37;80.25
25.0;6.41;86.79
26.0;6.46;93.39
27.0;6.48;100.0
