GRAND_ID: 2521
DAM_NAME: -42.345561
LONG: -42.345561
LAT: -11.460394
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.12;0.24
2.0;0.23;0.58
3.0;0.44;1.14
4.0;0.56;1.82
5.0;0.86;2.79
6.0;0.97;3.87
7.0;1.18;5.16
8.0;1.24;6.52
9.0;1.4;8.04
10.0;1.5;9.66
11.0;1.64;11.41
12.0;1.73;13.26
13.0;1.98;15.35
14.0;2.1;17.56
15.0;2.37;20.05
16.0;2.47;22.63
17.0;2.7;25.44
18.0;2.78;28.33
19.0;2.96;31.41
20.0;3.06;34.58
21.0;3.25;37.95
22.0;3.39;41.45
23.0;3.62;45.19
24.0;3.78;49.08
25.0;4.15;53.34
26.0;4.37;57.82
27.0;4.75;62.69
28.0;4.95;67.75
29.0;5.26;73.13
30.0;5.4;78.64
31.0;5.83;84.59
32.0;5.98;90.69
33.0;6.39;97.19
34.0;6.52;103.82
35.0;6.78;110.72
36.0;6.96;117.79
37.0;7.19;125.1
38.0;7.29;132.5
39.0;7.42;140.04
40.0;7.49;147.64
