GRAND_ID: 336
DAM_NAME: -110.937696
LONG: -110.937696
LAT: 46.637258
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.19
2.0;0.08;0.43
3.0;0.12;0.71
4.0;0.16;1.01
5.0;0.18;1.34
6.0;0.23;1.73
7.0;0.27;2.15
8.0;0.34;2.64
9.0;0.39;3.18
10.0;0.5;3.83
11.0;0.58;4.56
12.0;0.67;5.38
13.0;0.73;6.27
14.0;0.81;7.23
15.0;0.87;8.25
16.0;0.92;9.33
17.0;0.95;10.43
18.0;0.99;11.57
19.0;1.0;12.73
20.0;1.02;13.9
21.0;1.03;15.08
22.0;1.04;16.28
23.0;1.05;17.47
24.0;1.05;18.68
25.0;1.06;19.89
