GRAND_ID: 2501
DAM_NAME: -36.140918
LONG: -36.140918
LAT: -7.486455
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.15;0.37
2.0;0.45;1.04
3.0;0.68;1.94
4.0;1.59;3.75
5.0;1.97;5.94
6.0;3.16;9.32
7.0;3.89;13.43
8.0;5.33;18.98
9.0;6.82;26.02
10.0;9.14;35.38
11.0;11.08;46.69
12.0;14.3;61.21
13.0;15.78;77.21
14.0;18.18;95.61
15.0;19.65;115.47
16.0;22.64;138.33
17.0;24.54;163.1
18.0;27.14;190.46
19.0;28.39;219.08
20.0;30.48;249.78
21.0;31.56;281.56
22.0;33.21;314.99
23.0;34.09;349.3
24.0;35.54;385.07
25.0;36.17;421.46
26.0;37.25;458.93
27.0;37.71;496.86
28.0;38.38;535.47
