GRAND_ID: 2443
DAM_NAME: -52.541851
LONG: -52.541851
LAT: -26.653887
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.09;0.21
2.0;0.14;0.48
3.0;0.22;0.83
4.0;0.26;1.21
5.0;0.34;1.67
6.0;0.39;2.18
7.0;0.53;2.83
8.0;0.61;3.57
9.0;0.8;4.5
10.0;0.88;5.5
11.0;1.03;6.66
12.0;1.1;7.87
13.0;1.22;9.22
14.0;1.28;10.62
15.0;1.41;12.15
16.0;1.48;13.76
17.0;1.63;15.51
18.0;1.68;17.32
19.0;1.83;19.28
20.0;1.87;21.27
21.0;2.01;23.4
22.0;2.06;25.58
23.0;2.18;27.89
24.0;2.25;30.26
25.0;2.41;32.79
26.0;2.46;35.38
27.0;2.6;38.1
28.0;2.64;40.86
29.0;2.75;43.73
30.0;2.8;46.65
31.0;2.9;49.68
32.0;2.96;52.76
33.0;3.08;55.96
34.0;3.13;59.21
35.0;3.29;62.63
36.0;3.35;66.11
37.0;3.5;69.73
38.0;3.56;73.41
39.0;3.72;77.25
40.0;3.8;81.18
41.0;4.03;85.33
42.0;4.11;89.56
43.0;4.31;93.99
44.0;4.39;98.51
45.0;4.63;103.26
46.0;4.7;108.08
47.0;4.88;113.08
48.0;4.93;118.14
49.0;5.17;123.43
50.0;5.24;128.8
51.0;5.44;134.37
52.0;5.51;140.0
53.0;5.7;145.82
54.0;5.77;151.71
