GRAND_ID: 284
DAM_NAME: -113.677261
LONG: -113.677261
LAT: 49.326763
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.08;0.26
2.0;0.19;0.63
3.0;0.3;1.11
4.0;0.43;1.72
5.0;0.54;2.44
6.0;0.65;3.27
7.0;0.75;4.2
8.0;0.88;5.26
9.0;1.02;6.46
10.0;1.18;7.82
11.0;1.37;9.36
12.0;1.6;11.14
13.0;1.85;13.17
14.0;2.13;15.48
15.0;2.63;18.29
16.0;3.16;21.63
17.0;3.66;25.47
18.0;4.32;29.97
19.0;5.2;35.35
20.0;6.34;41.87
21.0;7.39;49.44
22.0;8.39;58.01
23.0;8.93;67.11
24.0;9.39;76.68
25.0;9.65;86.51
26.0;9.88;96.57
