GRAND_ID: 1417
DAM_NAME: -75.177325
LONG: -75.177325
LAT: 47.214239
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.52;0.75
2.0;0.76;1.74
3.0;1.12;3.09
4.0;1.28;4.59
5.0;1.74;6.57
6.0;1.95;8.74
7.0;2.36;11.33
8.0;2.52;14.08
9.0;2.97;17.28
10.0;3.21;20.72
11.0;3.66;24.6
12.0;4.87;29.7
13.0;7.57;37.5
14.0;9.22;46.95
15.0;11.31;58.49
16.0;12.3;71.01
17.0;13.91;85.15
18.0;15.36;100.74
19.0;19.26;120.23
20.0;22.08;142.54
21.0;28.03;170.8
22.0;31.01;202.04
23.0;35.97;238.24
24.0;39.22;277.69
25.0;46.81;324.73
26.0;51.24;376.19
27.0;58.08;434.5
28.0;61.22;495.95
29.0;66.3;562.48
30.0;68.77;631.47
31.0;72.21;703.91
