GRAND_ID: 5197
DAM_NAME: 118.305208
LONG: 118.305208
LAT: 40.199283
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.39;0.52
2.0;0.96;1.62
3.0;1.29;3.04
4.0;1.61;4.78
5.0;1.82;6.73
6.0;2.07;8.93
7.0;2.26;11.32
8.0;2.49;13.95
9.0;2.75;16.83
10.0;3.23;20.19
11.0;3.6;23.93
12.0;4.07;28.13
13.0;4.8;33.06
14.0;5.83;39.02
15.0;6.47;45.63
16.0;7.14;52.9
17.0;7.67;60.7
18.0;8.44;69.28
19.0;9.25;78.66
20.0;10.39;89.18
21.0;11.76;101.08
22.0;13.42;114.63
23.0;14.58;129.34
24.0;16.07;145.55
25.0;17.18;162.86
26.0;18.6;181.59
27.0;19.55;201.28
28.0;20.86;222.27
29.0;21.73;244.14
30.0;22.65;266.92
31.0;23.23;290.29
32.0;23.88;314.3
33.0;24.28;338.71
34.0;24.86;363.71
35.0;25.23;389.07
36.0;25.68;414.88
37.0;25.92;440.93
38.0;26.24;467.31
39.0;26.43;493.87
40.0;26.65;520.66
41.0;26.77;547.56
