GRAND_ID: 66
DAM_NAME: -122.100254
LONG: -122.100254
LAT: 46.465662
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.06;0.2
2.0;0.1;0.44
3.0;0.2;0.77
4.0;0.23;1.14
5.0;0.33;1.6
6.0;0.38;2.12
7.0;0.53;2.78
8.0;0.58;3.5
9.0;0.71;4.35
10.0;0.77;5.25
11.0;0.88;6.27
12.0;0.93;7.33
13.0;1.05;8.52
14.0;1.09;9.74
15.0;1.16;11.04
16.0;1.2;12.38
17.0;1.27;13.78
18.0;1.29;15.21
19.0;1.34;16.69
20.0;1.36;18.18
21.0;1.4;19.72
22.0;1.42;21.28
23.0;1.45;22.87
24.0;1.46;24.46
25.0;1.49;26.08
26.0;1.49;27.71
