GRAND_ID: 2432
DAM_NAME: -54.594792
LONG: -54.594792
LAT: -25.405427
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.21;0.31
2.0;0.84;1.25
3.0;1.57;2.92
4.0;2.02;5.04
5.0;2.43;7.57
6.0;2.94;10.61
7.0;4.09;14.81
8.0;4.83;19.74
9.0;5.36;25.2
10.0;6.44;31.74
11.0;8.05;39.89
12.0;8.99;48.98
13.0;11.31;60.39
14.0;13.31;73.79
15.0;15.01;88.91
16.0;16.79;105.8
17.0;19.55;125.45
18.0;21.44;146.99
19.0;24.7;171.79
20.0;27.54;199.43
21.0;30.2;229.74
22.0;32.67;262.51
23.0;36.67;299.29
24.0;39.81;339.2
25.0;43.28;382.58
26.0;46.38;429.06
27.0;51.41;480.57
28.0;56.26;536.94
29.0;60.37;597.41
30.0;63.67;661.18
31.0;68.55;729.84
32.0;74.25;804.19
33.0;80.2;884.49
34.0;89.32;973.92
35.0;106.91;1080.92
36.0;116.81;1197.83
37.0;128.64;1326.57
38.0;138.18;1464.85
39.0;147.47;1612.42
40.0;154.84;1767.36
41.0;163.25;1930.71
42.0;170.28;2101.09
43.0;179.67;2280.86
44.0;187.63;2468.59
45.0;194.27;2662.96
46.0;199.99;2863.05
47.0;207.96;3071.11
48.0;213.8;3285.01
49.0;222.37;3507.48
50.0;228.89;3736.48
51.0;238.89;3975.47
52.0;248.25;4223.83
53.0;258.48;4482.41
54.0;265.84;4748.35
55.0;276.31;5024.76
56.0;285.22;5310.08
57.0;296.75;5606.94
58.0;305.9;5912.94
59.0;316.02;6229.06
60.0;323.36;6552.52
61.0;332.66;6885.28
62.0;341.24;7226.63
63.0;357.35;7584.08
64.0;386.72;7970.9
65.0;423.1;8394.1
66.0;449.05;8843.25
67.0;484.17;9327.52
68.0;507.13;9834.75
69.0;543.52;10378.38
70.0;571.64;10950.13
71.0;611.34;11561.57
72.0;647.48;12209.15
73.0;698.74;12908.0
74.0;731.13;13639.23
75.0;789.35;14428.68
76.0;832.89;15261.67
77.0;888.95;16150.73
78.0;924.05;17074.87
79.0;975.95;18050.93
80.0;1013.47;19064.5
81.0;1069.88;20134.48
82.0;1104.79;21239.38
83.0;1159.45;22398.93
84.0;1201.09;23600.12
85.0;1257.77;24857.99
86.0;1302.71;26160.81
87.0;1363.71;27524.62
88.0;1414.74;28939.46
89.0;1492.13;30431.69
90.0;1538.49;31970.29
91.0;1608.64;33579.03
92.0;1653.33;35232.46
93.0;1717.22;36949.78
94.0;1761.97;38711.85
95.0;1816.91;40528.87
96.0;1852.27;42381.23
97.0;1894.26;44275.6
98.0;1924.82;46200.52
99.0;1961.61;48162.23
100.0;1985.86;50148.19
101.0;2013.98;52162.27
102.0;2030.29;54192.67
103.0;2048.6;56241.37
104.0;2060.31;58301.78
105.0;2074.26;60376.14
106.0;2080.37;62456.61
107.0;2088.91;64545.62
108.0;2094.4;66640.12
