GRAND_ID: 6885
DAM_NAME: 151.918108
LONG: 151.918108
LAT: -25.35152
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.37;0.67
2.0;0.72;1.69
3.0;0.98;2.97
4.0;1.21;4.48
5.0;1.59;6.37
6.0;2.04;8.71
7.0;2.56;11.57
8.0;2.9;14.77
9.0;3.36;18.43
10.0;3.76;22.49
11.0;4.58;27.37
12.0;6.35;34.02
13.0;11.1;45.42
14.0;15.76;61.48
15.0;19.84;81.62
16.0;22.99;104.9
17.0;26.8;131.99
18.0;29.52;161.81
19.0;32.39;194.5
20.0;34.19;228.99
21.0;35.9;265.18
22.0;37.03;302.51
23.0;37.94;340.75
24.0;38.55;379.6
