GRAND_ID: 1622
DAM_NAME: -78.944792
LONG: -78.944792
LAT: 40.18045
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.21
2.0;0.18;0.56
3.0;0.23;0.96
4.0;0.3;1.43
5.0;0.34;1.94
6.0;0.43;2.54
7.0;0.53;3.23
8.0;0.98;4.39
9.0;1.27;5.82
10.0;1.77;7.77
11.0;2.0;9.94
12.0;2.39;12.5
13.0;2.59;15.26
14.0;2.9;18.33
15.0;3.04;21.54
16.0;3.23;24.95
17.0;3.3;28.41
18.0;3.42;32.0
19.0;3.46;35.64
20.0;3.53;39.34
21.0;3.56;43.07
22.0;3.61;46.85
23.0;3.64;50.66
24.0;3.68;54.51
25.0;3.69;58.37
26.0;3.73;62.27
27.0;3.73;66.17
