GRAND_ID: 6898
DAM_NAME: -48.189825
LONG: -48.189825
LAT: -16.318521
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.4;0.54
2.0;0.61;1.28
3.0;1.19;2.6
4.0;1.41;4.14
5.0;1.87;6.14
6.0;2.15;8.43
7.0;3.0;11.56
8.0;3.79;15.48
9.0;6.71;22.32
10.0;7.79;30.25
11.0;10.69;41.07
12.0;12.04;53.24
13.0;14.62;68.0
14.0;15.66;83.79
15.0;17.95;101.88
16.0;19.32;121.34
17.0;21.73;143.19
18.0;23.05;166.37
19.0;25.88;192.39
20.0;27.81;220.33
21.0;30.64;251.1
22.0;32.04;283.27
23.0;35.28;318.68
24.0;37.1;355.92
25.0;39.84;395.89
26.0;41.37;437.39
27.0;44.17;481.7
28.0;45.66;527.49
29.0;48.16;575.79
30.0;49.53;625.45
31.0;52.34;677.92
32.0;53.66;731.72
33.0;58.55;790.41
34.0;62.17;852.71
35.0;69.43;922.27
36.0;72.33;994.73
37.0;85.72;1080.59
38.0;89.91;1170.63
39.0;100.81;1271.57
40.0;104.68;1376.39
41.0;114.49;1491.02
42.0;117.98;1609.12
43.0;126.82;1736.08
44.0;130.27;1866.48
45.0;139.45;2006.06
46.0;143.77;2149.96
47.0;153.45;2303.55
48.0;156.97;2460.64
49.0;166.17;2626.95
50.0;171.37;2798.45
51.0;180.81;2979.39
52.0;184.35;3163.88
53.0;194.2;3358.21
54.0;199.3;3557.64
55.0;208.9;3766.68
56.0;212.65;3979.47
57.0;222.77;4202.37
58.0;227.47;4429.97
59.0;237.45;4667.55
60.0;241.12;4908.8
61.0;249.87;5158.8
62.0;253.32;5412.25
63.0;261.02;5673.4
64.0;263.75;5937.29
65.0;270.54;6207.96
66.0;273.42;6481.52
67.0;278.08;6759.73
68.0;279.83;7039.7
