GRAND_ID: 2373
DAM_NAME: -47.322988
LONG: -47.322988
LAT: -16.210069
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.19;0.58
2.0;0.54;1.49
3.0;0.67;2.55
4.0;1.12;4.05
5.0;1.28;5.71
6.0;1.69;7.78
7.0;1.86;10.02
8.0;2.35;12.76
9.0;2.52;15.65
10.0;2.94;18.97
11.0;3.09;22.45
12.0;3.58;26.41
13.0;3.85;30.64
14.0;4.55;35.57
15.0;4.79;40.74
16.0;5.31;46.43
17.0;5.47;52.28
18.0;5.94;58.6
19.0;6.18;65.16
20.0;6.93;72.47
21.0;7.2;80.05
22.0;7.98;88.41
23.0;8.27;97.06
24.0;8.98;106.43
25.0;9.29;116.1
26.0;10.06;126.55
27.0;10.32;137.25
28.0;11.39;149.02
29.0;11.95;161.35
30.0;13.14;174.88
31.0;13.6;188.86
32.0;14.78;204.02
33.0;15.28;219.69
34.0;17.42;237.49
35.0;18.14;256.01
36.0;20.31;276.7
37.0;21.32;298.41
38.0;23.67;322.46
39.0;24.59;347.43
40.0;27.02;374.84
41.0;27.67;402.89
42.0;29.98;433.25
43.0;30.81;464.44
44.0;32.94;497.76
45.0;33.79;531.93
46.0;35.97;568.29
47.0;36.68;605.35
