GRAND_ID: 2849
DAM_NAME: -1.77777
LONG: -1.77777
LAT: 38.364588
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.14
2.0;0.05;0.3
3.0;0.09;0.49
4.0;0.1;0.69
5.0;0.16;0.95
6.0;0.18;1.24
7.0;0.26;1.6
8.0;0.3;2.0
9.0;0.38;2.48
10.0;0.41;3.0
11.0;0.5;3.6
12.0;0.54;4.25
13.0;0.75;5.1
14.0;0.98;6.19
15.0;1.4;7.69
16.0;1.6;9.39
17.0;2.51;12.01
18.0;2.9;15.01
19.0;3.72;18.83
20.0;4.17;23.11
21.0;5.15;28.36
22.0;5.5;33.96
23.0;6.22;40.28
24.0;6.81;47.19
25.0;7.65;54.94
26.0;7.89;62.94
27.0;8.34;71.38
28.0;8.5;79.98
29.0;8.77;88.85
30.0;8.87;97.83
31.0;9.06;107.0
32.0;9.18;116.28
33.0;9.34;125.73
34.0;9.42;135.25
35.0;9.58;144.93
36.0;9.64;154.67
37.0;9.77;164.54
38.0;9.82;174.46
39.0;9.91;184.48
40.0;9.96;194.54
41.0;10.02;204.67
42.0;10.05;214.82
43.0;10.1;225.03
44.0;10.13;235.26
45.0;10.16;245.53
46.0;10.18;255.81
47.0;10.21;266.12
48.0;10.22;276.45
