GRAND_ID: 2200
DAM_NAME: -74.641246
LONG: -74.641246
LAT: 41.824554
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.25
2.0;0.17;0.6
3.0;0.2;0.99
4.0;0.28;1.45
5.0;0.32;1.94
6.0;0.41;2.54
7.0;0.47;3.19
8.0;0.62;3.99
9.0;0.72;4.89
10.0;0.98;6.05
11.0;1.14;7.38
12.0;1.45;9.01
13.0;1.63;10.82
14.0;2.23;13.24
15.0;2.5;15.92
16.0;2.86;18.96
17.0;3.02;22.16
18.0;3.27;25.61
19.0;3.41;29.19
20.0;3.64;33.02
21.0;3.76;36.95
22.0;3.93;41.07
23.0;4.03;45.28
24.0;4.21;49.66
25.0;4.3;54.14
26.0;4.44;58.76
27.0;4.5;63.45
28.0;4.61;68.24
29.0;4.68;73.09
30.0;4.77;78.04
31.0;4.81;83.04
32.0;4.9;88.12
33.0;4.94;93.24
34.0;4.99;98.42
35.0;5.02;103.63
36.0;5.07;108.87
37.0;5.09;114.14
38.0;5.12;119.45
39.0;5.14;124.77
