GRAND_ID: 3330
DAM_NAME: 8.271875
LONG: 8.271875
LAT: 46.546548
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.12
2.0;0.03;0.26
3.0;0.03;0.4
4.0;0.05;0.57
5.0;0.05;0.74
6.0;0.08;0.94
7.0;0.08;1.14
8.0;0.12;1.38
9.0;0.12;1.61
10.0;0.17;1.9
11.0;0.17;2.18
12.0;0.23;2.53
13.0;0.23;2.88
14.0;0.29;3.28
15.0;0.29;3.68
16.0;0.32;4.12
17.0;0.32;4.56
18.0;0.36;5.03
19.0;0.36;5.51
20.0;0.4;6.02
21.0;0.4;6.54
22.0;0.42;7.08
23.0;0.42;7.62
24.0;0.45;8.19
25.0;0.45;8.76
26.0;0.49;9.36
27.0;0.49;9.96
28.0;0.52;10.6
29.0;0.52;11.23
30.0;0.54;11.89
31.0;0.54;12.55
32.0;0.56;13.23
33.0;0.56;13.91
34.0;0.59;14.62
35.0;0.59;15.32
36.0;0.62;16.06
37.0;0.62;16.8
38.0;0.65;17.56
39.0;0.65;18.32
40.0;0.69;19.13
41.0;0.69;19.94
42.0;0.72;20.77
43.0;0.72;21.6
44.0;0.76;22.48
45.0;0.76;23.35
46.0;0.8;24.27
47.0;0.8;25.18
48.0;0.83;26.13
49.0;0.83;27.07
50.0;0.86;28.05
51.0;0.86;29.03
52.0;0.89;30.03
53.0;0.89;31.04
54.0;0.92;32.08
55.0;0.92;33.11
56.0;0.94;34.17
57.0;0.94;35.23
58.0;0.97;36.31
59.0;0.97;37.4
60.0;1.0;38.51
61.0;1.0;39.62
62.0;1.02;40.76
63.0;1.02;41.89
64.0;1.04;43.04
65.0;1.04;44.2
66.0;1.06;45.37
67.0;1.06;46.54
68.0;1.08;47.74
69.0;1.08;48.93
70.0;1.1;50.15
71.0;1.1;51.37
72.0;1.12;52.61
73.0;1.12;53.85
74.0;1.14;55.1
75.0;1.14;56.35
76.0;1.15;57.61
77.0;1.15;58.88
78.0;1.16;60.16
79.0;1.16;61.43
80.0;1.18;62.73
81.0;1.18;64.03
82.0;1.2;65.34
83.0;1.2;66.65
84.0;1.21;67.97
85.0;1.21;69.29
86.0;1.21;70.62
87.0;1.21;71.95
88.0;1.22;73.3
89.0;1.22;74.64
90.0;1.23;75.98
91.0;1.23;77.33
92.0;1.24;78.69
93.0;1.24;80.04
94.0;1.25;81.4
95.0;1.25;82.76
96.0;1.26;84.14
97.0;1.26;85.51
98.0;1.26;86.89
99.0;1.26;88.27
100.0;1.27;89.65
101.0;1.27;91.04
102.0;1.27;92.43
103.0;1.27;93.82
104.0;1.28;95.22
105.0;1.28;96.62
106.0;1.3;98.03
107.0;1.3;99.44
108.0;1.3;100.85
109.0;1.3;102.27
110.0;1.31;103.7
111.0;1.31;105.12
112.0;1.32;106.56
113.0;1.32;107.99
