GRAND_ID: 2468
DAM_NAME: -40.067886
LONG: -40.067886
LAT: -4.216214
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.81;1.06
2.0;1.44;2.75
3.0;2.25;5.25
4.0;2.7;8.2
5.0;3.29;11.74
6.0;4.02;16.0
7.0;5.1;21.35
8.0;5.82;27.42
9.0;7.16;34.82
10.0;8.49;43.56
11.0;10.37;54.18
12.0;11.48;65.9
13.0;13.09;79.24
14.0;14.18;93.67
15.0;15.49;109.4
16.0;16.47;126.12
17.0;17.61;143.98
18.0;18.32;162.55
19.0;19.07;181.87
20.0;19.5;201.62
21.0;19.89;221.76
22.0;20.12;242.12
