GRAND_ID: 6509
DAM_NAME: 137.421341
LONG: 137.421341
LAT: 35.234046
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.13
2.0;0.02;0.27
3.0;0.03;0.42
4.0;0.04;0.58
5.0;0.05;0.76
6.0;0.07;0.95
7.0;0.07;1.15
8.0;0.09;1.36
9.0;0.11;1.59
10.0;0.14;1.85
11.0;0.15;2.13
12.0;0.19;2.44
13.0;0.21;2.77
14.0;0.26;3.16
15.0;0.29;3.58
16.0;0.34;4.03
17.0;0.39;4.54
18.0;0.46;5.13
19.0;0.51;5.76
20.0;0.59;6.47
21.0;0.63;7.22
22.0;0.7;8.04
23.0;0.74;8.9
24.0;0.83;9.85
25.0;0.89;10.86
26.0;0.98;11.96
27.0;1.02;13.11
28.0;1.09;14.32
29.0;1.12;15.56
30.0;1.2;16.88
31.0;1.23;18.23
32.0;1.3;19.65
33.0;1.34;21.11
34.0;1.41;22.65
35.0;1.44;24.21
36.0;1.5;25.83
37.0;1.51;27.47
38.0;1.58;29.17
39.0;1.6;30.89
40.0;1.65;32.67
41.0;1.67;34.46
42.0;1.72;36.3
43.0;1.75;38.17
44.0;1.79;40.09
45.0;1.81;42.02
46.0;1.87;44.01
47.0;1.88;46.01
48.0;1.93;48.07
49.0;1.95;50.14
