GRAND_ID: 3085
DAM_NAME: 7.490827
LONG: 7.490827
LAT: 62.201972
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.13
2.0;0.07;0.3
3.0;0.07;0.48
4.0;0.11;0.69
5.0;0.14;0.94
6.0;0.21;1.26
7.0;0.22;1.59
8.0;0.28;1.97
9.0;0.31;2.39
10.0;0.37;2.87
11.0;0.38;3.36
12.0;0.43;3.89
13.0;0.45;4.45
14.0;0.49;5.04
15.0;0.51;5.66
16.0;0.54;6.31
17.0;0.55;6.97
18.0;0.61;7.69
19.0;0.65;8.44
20.0;0.68;9.23
21.0;0.71;10.04
22.0;0.77;10.92
23.0;0.79;11.82
24.0;0.82;12.75
25.0;0.85;13.71
26.0;0.9;14.72
27.0;0.92;15.75
28.0;0.94;16.8
29.0;0.96;17.87
30.0;1.02;18.99
31.0;1.04;20.14
32.0;1.08;21.32
33.0;1.09;22.52
34.0;1.12;23.75
35.0;1.14;25.0
36.0;1.17;26.27
37.0;1.18;27.56
38.0;1.19;28.86
39.0;1.2;30.16
40.0;1.21;31.47
41.0;1.22;32.8
42.0;1.23;34.14
43.0;1.23;35.48
44.0;1.25;36.83
45.0;1.26;38.2
46.0;1.28;39.59
47.0;1.29;40.99
48.0;1.3;42.39
