GRAND_ID: 1418
DAM_NAME: -79.46523
LONG: -79.46523
LAT: 47.141272
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.13
2.0;0.06;0.29
3.0;0.11;0.5
4.0;0.13;0.73
5.0;0.19;1.03
6.0;0.23;1.36
7.0;0.29;1.76
8.0;0.33;2.19
9.0;0.46;2.76
10.0;0.58;3.44
11.0;0.81;4.35
12.0;1.17;5.63
13.0;1.65;7.39
14.0;1.95;9.45
15.0;2.3;11.85
16.0;2.56;14.52
17.0;2.93;17.55
18.0;3.29;20.94
19.0;3.74;24.79
20.0;4.04;28.94
21.0;4.45;33.49
22.0;4.81;38.4
23.0;5.34;43.84
24.0;5.77;49.72
25.0;6.39;56.21
26.0;6.82;63.14
27.0;7.38;70.63
28.0;7.77;78.5
29.0;8.34;86.95
30.0;8.78;95.83
31.0;9.2;105.14
32.0;9.91;115.15
33.0;10.85;126.11
34.0;11.32;137.53
35.0;11.95;149.59
36.0;12.34;162.03
37.0;13.0;175.13
38.0;13.28;188.51
39.0;13.74;202.36
40.0;14.21;216.67
