GRAND_ID: 4620
DAM_NAME: 31.042112
LONG: 31.042112
LAT: -29.599098
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.14
2.0;0.06;0.31
3.0;0.09;0.51
4.0;0.11;0.73
5.0;0.15;0.99
6.0;0.17;1.27
7.0;0.2;1.58
8.0;0.22;1.92
9.0;0.26;2.29
10.0;0.28;2.68
11.0;0.32;3.12
12.0;0.37;3.6
13.0;0.43;4.14
14.0;0.49;4.75
15.0;0.57;5.43
16.0;0.64;6.18
17.0;0.75;7.04
18.0;0.85;8.0
19.0;0.95;9.07
20.0;1.1;10.28
21.0;1.29;11.68
22.0;1.41;13.2
23.0;1.49;14.81
24.0;1.54;16.46
25.0;1.59;18.16
26.0;1.62;19.89
27.0;1.64;21.64
28.0;1.66;23.41
29.0;1.67;25.2
