GRAND_ID: 4505
DAM_NAME: 32.704318
LONG: 32.704318
LAT: -15.586301
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.54
2.0;0.0;1.08
3.0;0.55;2.16
4.0;0.81;3.52
5.0;2.98;7.03
6.0;12.69;20.26
7.0;32.66;53.45
8.0;94.12;148.11
9.0;136.41;285.06
10.0;213.71;499.3
11.0;238.53;738.37
12.0;336.88;1075.78
13.0;367.57;1443.89
14.0;491.44;1935.87
15.0;530.48;2466.88
16.0;623.86;3091.28
17.0;711.9;3803.72
18.0;815.41;4619.67
19.0;885.18;5505.39
20.0;983.68;6489.61
21.0;1083.34;7573.48
22.0;1177.69;8751.71
23.0;1246.53;9998.78
24.0;1360.78;11360.1
25.0;1425.01;12785.65
26.0;1582.68;14368.86
27.0;1656.54;16025.95
28.0;1777.82;17804.3
29.0;1841.71;19646.55
30.0;1958.52;21605.61
31.0;2068.34;23674.49
32.0;2175.77;25850.8
33.0;2239.32;28090.66
34.0;2346.27;30437.47
35.0;2450.89;32888.9
36.0;2561.54;35450.98
37.0;2636.94;38088.46
38.0;2738.52;40827.52
39.0;2792.31;43620.37
40.0;2899.09;46520.0
41.0;2928.92;49449.46
42.0;3006.68;52456.68
43.0;3043.31;55500.53
44.0;3092.53;58593.59
45.0;3128.09;61722.22
46.0;3186.89;64909.66
47.0;3212.42;68122.62
48.0;3247.73;71370.89
49.0;3280.33;74651.76
50.0;3318.77;77971.06
51.0;3331.4;81303.0
52.0;3363.22;84666.76
53.0;3372.36;88039.66
54.0;3404.47;91444.67
55.0;3412.05;94857.26
56.0;3432.96;98290.76
57.0;3440.0;101731.29
58.0;3452.63;105184.46
59.0;3463.42;108648.42
60.0;3475.03;112123.99
61.0;3477.46;115601.99
62.0;3483.69;119086.22
63.0;3489.6;122576.36
64.0;3495.84;126072.74
65.0;3499.36;129572.64
66.0;3504.21;133077.39
67.0;3506.66;136584.58
68.0;3511.5;140096.62
69.0;3512.86;143610.02
70.0;3516.34;147126.89
71.0;3517.93;150645.36
72.0;3521.45;154167.35
73.0;3524.95;157692.83
74.0;3526.85;161220.22
75.0;3527.66;164748.42
76.0;3530.91;168279.87
