GRAND_ID: 6139
DAM_NAME: 131.118315
LONG: 131.118315
LAT: 32.059538
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.16
2.0;0.07;0.37
3.0;0.1;0.6
4.0;0.14;0.87
5.0;0.15;1.15
6.0;0.18;1.47
7.0;0.2;1.8
8.0;0.24;2.17
9.0;0.26;2.56
10.0;0.33;3.03
11.0;0.36;3.52
12.0;0.42;4.07
13.0;0.43;4.64
14.0;0.48;5.25
15.0;0.51;5.89
16.0;0.56;6.59
17.0;0.58;7.3
18.0;0.62;8.05
19.0;0.64;8.83
20.0;0.7;9.66
21.0;0.74;10.53
22.0;0.8;11.46
23.0;0.84;12.43
24.0;0.91;13.48
25.0;0.95;14.56
26.0;1.02;15.72
27.0;1.06;16.9
28.0;1.12;18.16
29.0;1.14;19.43
30.0;1.21;20.77
31.0;1.23;22.14
32.0;1.3;23.57
