GRAND_ID: 2333
DAM_NAME: -68.642708
LONG: -68.642708
LAT: -34.601534
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.11
2.0;0.01;0.23
3.0;0.02;0.35
4.0;0.03;0.49
5.0;0.04;0.63
6.0;0.05;0.79
7.0;0.06;0.95
8.0;0.09;1.15
9.0;0.11;1.36
10.0;0.13;1.59
11.0;0.14;1.84
12.0;0.15;2.1
13.0;0.17;2.37
14.0;0.18;2.66
15.0;0.2;2.96
16.0;0.24;3.31
17.0;0.27;3.68
18.0;0.44;4.22
19.0;0.49;4.82
20.0;0.66;5.58
21.0;0.73;6.41
22.0;0.95;7.47
23.0;1.06;8.63
24.0;1.35;10.09
25.0;1.51;11.7
26.0;1.82;13.63
27.0;1.98;15.72
28.0;2.29;18.12
29.0;2.46;20.68
30.0;2.78;23.56
31.0;2.95;26.62
32.0;3.34;30.07
33.0;3.52;33.7
34.0;3.9;37.7
35.0;4.08;41.89
36.0;4.5;46.49
37.0;4.71;51.31
38.0;5.13;56.54
39.0;5.3;61.95
40.0;5.62;67.67
41.0;5.76;73.54
42.0;6.08;79.72
43.0;6.21;86.03
44.0;6.49;92.63
45.0;6.61;99.35
46.0;6.86;106.32
47.0;7.01;113.43
48.0;7.26;120.8
49.0;7.39;128.3
50.0;7.66;136.06
51.0;7.79;143.96
52.0;8.02;152.08
53.0;8.11;160.29
54.0;8.33;168.72
55.0;8.4;177.23
56.0;8.56;185.9
57.0;8.63;194.63
58.0;8.74;203.47
59.0;8.8;212.38
60.0;8.88;221.36
61.0;8.93;230.4
62.0;9.02;239.52
63.0;9.07;248.7
64.0;9.13;257.94
65.0;9.19;267.23
66.0;9.23;276.56
67.0;9.26;285.92
68.0;9.29;295.32
69.0;9.32;304.75
70.0;9.36;314.21
