GRAND_ID: 6715
DAM_NAME: 152.20855
LONG: 152.20855
LAT: -27.262905
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.16
2.0;0.07;0.37
3.0;0.12;0.62
4.0;0.23;0.99
5.0;0.32;1.45
6.0;0.52;2.11
7.0;0.61;2.86
8.0;0.78;3.78
9.0;0.88;4.8
10.0;1.13;6.06
11.0;1.25;7.45
12.0;1.56;9.15
13.0;1.67;10.96
14.0;1.95;13.05
15.0;2.1;15.29
16.0;2.53;17.96
17.0;2.68;20.77
18.0;3.0;23.91
19.0;3.14;27.18
20.0;3.43;30.75
21.0;3.59;34.47
22.0;3.93;38.54
23.0;4.13;42.8
24.0;4.43;47.37
25.0;4.59;52.09
