GRAND_ID: 2917
DAM_NAME: -4.163876
LONG: -4.163876
LAT: 36.862126
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.17
2.0;0.11;0.4
3.0;0.17;0.7
4.0;0.28;1.11
5.0;0.35;1.6
6.0;0.44;2.16
7.0;0.5;2.79
8.0;0.65;3.56
9.0;0.77;4.46
10.0;0.89;5.48
11.0;0.97;6.58
12.0;1.09;7.8
13.0;1.17;9.1
14.0;1.29;10.52
15.0;1.38;12.03
16.0;1.52;13.68
17.0;1.62;15.42
18.0;1.76;17.31
19.0;1.84;19.28
20.0;1.98;21.39
21.0;2.08;23.6
22.0;2.22;25.94
23.0;2.31;28.39
24.0;2.53;31.05
25.0;2.68;33.85
26.0;2.86;36.84
27.0;2.98;39.95
28.0;3.16;43.24
29.0;3.27;46.64
30.0;3.47;50.23
31.0;3.59;53.95
32.0;3.75;57.83
33.0;3.85;61.81
34.0;3.99;65.93
35.0;4.08;70.13
36.0;4.19;74.45
37.0;4.25;78.83
38.0;4.33;83.28
39.0;4.36;87.77
40.0;4.41;92.31
41.0;4.43;96.87
