GRAND_ID: 2699
DAM_NAME: -2.673754
LONG: -2.673754
LAT: 42.174236
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.12
2.0;0.04;0.27
3.0;0.06;0.43
4.0;0.1;0.63
5.0;0.11;0.84
6.0;0.14;1.09
7.0;0.16;1.35
8.0;0.19;1.64
9.0;0.2;1.95
10.0;0.23;2.28
11.0;0.25;2.64
12.0;0.3;3.04
13.0;0.32;3.46
14.0;0.36;3.92
15.0;0.38;4.4
16.0;0.44;4.94
17.0;0.46;5.5
18.0;0.52;6.12
19.0;0.54;6.76
20.0;0.6;7.47
21.0;0.63;8.2
22.0;0.69;9.0
23.0;0.73;9.83
24.0;0.79;10.72
25.0;0.82;11.65
26.0;0.88;12.63
27.0;0.91;13.65
28.0;0.98;14.73
29.0;1.0;15.83
30.0;1.06;16.99
31.0;1.09;18.19
32.0;1.16;19.45
33.0;1.18;20.74
34.0;1.24;22.08
35.0;1.29;23.47
