GRAND_ID: 6732
DAM_NAME: 151.245434
LONG: 151.245434
LAT: -29.38777
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.13
2.0;0.04;0.26
3.0;0.06;0.43
4.0;0.08;0.61
5.0;0.11;0.81
6.0;0.12;1.04
7.0;0.16;1.3
8.0;0.18;1.58
9.0;0.26;1.94
10.0;0.29;2.33
11.0;0.36;2.79
12.0;0.39;3.28
13.0;0.46;3.84
14.0;0.49;4.43
15.0;0.67;5.2
16.0;0.79;6.08
17.0;0.93;7.11
18.0;0.98;8.2
19.0;1.08;9.38
20.0;1.14;10.62
21.0;1.3;12.03
22.0;1.39;13.51
23.0;1.56;15.17
24.0;1.65;16.93
25.0;1.84;18.87
26.0;1.99;20.96
27.0;2.29;23.35
28.0;2.51;25.96
29.0;2.92;28.98
30.0;3.13;32.21
31.0;3.56;35.86
32.0;3.78;39.74
33.0;4.27;44.11
34.0;4.57;48.78
35.0;5.26;54.14
36.0;5.58;59.82
37.0;6.12;66.04
38.0;6.34;72.48
39.0;6.85;79.43
40.0;7.06;86.59
41.0;7.53;94.23
42.0;7.71;102.04
43.0;8.19;110.33
44.0;8.35;118.78
45.0;8.81;127.69
46.0;9.01;136.8
47.0;9.41;146.31
48.0;9.56;155.97
49.0;9.94;166.01
50.0;10.06;176.18
51.0;10.33;186.61
52.0;10.41;197.13
53.0;10.61;207.84
54.0;10.68;218.63
