GRAND_ID: 2906
DAM_NAME: -8.38125
LONG: -8.38125
LAT: 37.238819
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.06;0.17
2.0;0.14;0.42
3.0;0.21;0.73
4.0;0.27;1.11
5.0;0.31;1.52
6.0;0.35;1.98
7.0;0.39;2.47
8.0;0.42;3.0
9.0;0.45;3.56
10.0;0.48;4.14
11.0;0.5;4.75
12.0;0.52;5.37
13.0;0.53;6.0
14.0;0.53;6.64
15.0;0.54;7.29
16.0;0.55;7.94
17.0;0.55;8.6
18.0;0.56;9.26
19.0;0.56;9.93
20.0;0.57;10.61
21.0;0.57;11.28
22.0;0.57;11.96
23.0;0.58;12.65
24.0;0.58;13.33
25.0;0.58;14.02
