GRAND_ID: 156
DAM_NAME: -122.955096
LONG: -122.955096
LAT: 39.410033
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.17
2.0;0.07;0.38
3.0;0.09;0.63
4.0;0.17;0.95
5.0;0.23;1.33
6.0;0.37;1.85
7.0;0.44;2.44
8.0;0.6;3.19
9.0;0.67;4.0
10.0;0.84;4.99
11.0;0.94;6.08
12.0;1.1;7.33
13.0;1.18;8.67
14.0;1.4;10.21
15.0;1.49;11.85
16.0;1.83;13.84
17.0;2.1;16.08
18.0;2.79;19.03
19.0;3.04;22.21
20.0;3.6;25.97
21.0;3.88;29.99
22.0;4.71;34.86
23.0;5.18;40.18
24.0;6.03;46.36
25.0;6.34;52.85
26.0;6.94;59.95
27.0;7.07;67.17
28.0;7.42;74.74
29.0;7.55;82.44
30.0;7.76;90.36
31.0;7.82;98.33
32.0;7.96;106.44
33.0;8.0;114.59
34.0;8.12;122.85
35.0;8.15;131.16
36.0;8.23;139.54
37.0;8.26;147.95
38.0;8.31;156.42
