GRAND_ID: 851
DAM_NAME: -96.449351
LONG: -96.449351
LAT: 45.303949
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.08;0.18
2.0;0.47;0.76
3.0;0.61;1.48
4.0;0.9;2.49
5.0;1.08;3.68
6.0;1.36;5.14
7.0;1.51;6.76
8.0;1.83;8.7
9.0;2.0;10.81
10.0;2.36;13.28
11.0;2.56;15.94
12.0;2.86;18.91
13.0;3.18;22.2
14.0;3.81;26.11
15.0;4.5;30.72
16.0;6.32;37.15
17.0;7.96;45.22
18.0;16.01;61.34
19.0;23.3;84.75
20.0;34.05;118.91
21.0;36.9;155.91
22.0;42.23;198.25
23.0;44.89;243.24
24.0;48.29;291.65
25.0;49.83;341.58
26.0;52.26;393.94
27.0;53.27;447.32
28.0;55.13;502.55
29.0;55.87;558.53
30.0;57.26;615.9
31.0;57.9;673.91
32.0;59.0;733.02
33.0;59.58;792.71
34.0;60.42;853.23
35.0;60.81;914.15
36.0;61.4;975.66
37.0;61.7;1037.46
38.0;62.14;1099.71
39.0;62.34;1162.16
40.0;62.69;1224.95
41.0;62.78;1287.84
42.0;63.06;1351.01
