GRAND_ID: 3405
DAM_NAME: 2.364422
LONG: 2.364422
LAT: 45.393983
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.11
2.0;0.01;0.23
3.0;0.02;0.35
4.0;0.02;0.48
5.0;0.03;0.62
6.0;0.03;0.76
7.0;0.04;0.9
8.0;0.04;1.05
9.0;0.05;1.2
10.0;0.05;1.36
11.0;0.05;1.51
12.0;0.06;1.68
13.0;0.07;1.85
14.0;0.07;2.03
15.0;0.09;2.22
16.0;0.09;2.42
17.0;0.1;2.62
18.0;0.11;2.83
19.0;0.12;3.06
20.0;0.13;3.29
21.0;0.17;3.57
22.0;0.2;3.88
23.0;0.24;4.22
24.0;0.27;4.6
25.0;0.34;5.05
26.0;0.38;5.53
27.0;0.44;6.08
28.0;0.47;6.66
29.0;0.52;7.29
30.0;0.55;7.94
31.0;0.63;8.68
32.0;0.66;9.44
33.0;0.7;10.25
34.0;0.72;11.08
35.0;0.76;11.94
36.0;0.78;12.83
