GRAND_ID: 59
DAM_NAME: -122.163202
LONG: -122.163202
LAT: 47.191381
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.16
2.0;0.12;0.41
3.0;0.21;0.75
4.0;0.43;1.3
5.0;0.69;2.12
6.0;1.21;3.46
7.0;1.95;5.54
8.0;3.33;9.0
9.0;4.66;13.79
10.0;6.3;20.21
11.0;7.1;27.44
12.0;7.8;35.37
13.0;8.36;43.85
14.0;8.86;52.84
15.0;9.18;62.14
16.0;9.55;71.82
17.0;9.78;81.73
18.0;10.02;91.87
19.0;10.16;102.16
20.0;10.33;112.61
21.0;10.44;123.17
22.0;10.58;133.88
