GRAND_ID: 589
DAM_NAME: -119.450339
LONG: -119.450339
LAT: 37.144915
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.15
2.0;0.07;0.31
3.0;0.12;0.53
4.0;0.13;0.76
5.0;0.19;1.06
6.0;0.23;1.39
7.0;0.3;1.79
8.0;0.33;2.22
9.0;0.4;2.72
10.0;0.44;3.26
11.0;0.54;3.9
12.0;0.57;4.57
13.0;0.62;5.29
14.0;0.67;6.05
15.0;0.75;6.91
16.0;0.78;7.79
17.0;0.87;8.77
18.0;0.9;9.78
19.0;0.97;10.85
20.0;0.99;11.94
21.0;1.05;13.1
22.0;1.08;14.28
23.0;1.15;15.53
24.0;1.17;16.8
25.0;1.22;18.12
26.0;1.25;19.47
27.0;1.29;20.86
28.0;1.31;22.27
