GRAND_ID: 6949
DAM_NAME: 111.803502
LONG: 111.803502
LAT: -8.018944
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.15
2.0;0.08;0.33
3.0;0.13;0.57
4.0;0.18;0.86
5.0;0.27;1.24
6.0;0.32;1.67
7.0;0.4;2.18
8.0;0.44;2.73
9.0;0.52;3.36
10.0;0.56;4.04
11.0;0.63;4.78
12.0;0.68;5.56
13.0;0.74;6.42
14.0;0.8;7.33
15.0;0.87;8.3
16.0;0.92;9.33
17.0;0.98;10.42
18.0;1.03;11.56
19.0;1.09;12.76
20.0;1.16;14.03
21.0;1.23;15.37
22.0;1.3;16.78
23.0;1.39;18.28
24.0;1.46;19.85
25.0;1.53;21.49
26.0;1.58;23.18
27.0;1.66;24.95
28.0;1.71;26.77
29.0;1.78;28.66
30.0;1.84;30.6
31.0;1.91;32.62
32.0;1.97;34.71
33.0;2.04;36.86
34.0;2.1;39.07
35.0;2.17;41.35
36.0;2.25;43.71
37.0;2.32;46.14
38.0;2.39;48.64
39.0;2.47;51.21
40.0;2.51;53.83
41.0;2.59;56.53
42.0;2.66;59.29
43.0;2.73;62.13
44.0;2.78;65.02
45.0;2.86;67.98
46.0;2.91;71.0
47.0;2.98;74.09
48.0;3.03;77.22
49.0;3.1;80.44
50.0;3.13;83.68
51.0;3.19;86.98
52.0;3.23;90.32
