GRAND_ID: 1375
DAM_NAME: -101.930115
LONG: -101.930115
LAT: 18.924611
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.12;0.25
2.0;0.22;0.61
3.0;0.33;1.07
4.0;0.39;1.6
5.0;0.46;2.2
6.0;0.51;2.84
7.0;0.58;3.56
8.0;0.64;4.34
9.0;0.76;5.23
10.0;0.86;6.22
11.0;1.0;7.36
12.0;1.1;8.59
13.0;1.42;10.14
14.0;1.54;11.82
15.0;1.81;13.76
16.0;1.95;15.85
17.0;2.23;18.22
18.0;2.34;20.7
19.0;2.61;23.44
20.0;2.73;26.3
21.0;2.9;29.33
22.0;2.96;32.43
23.0;3.08;35.65
24.0;3.11;38.9
25.0;3.2;42.23
26.0;3.22;45.59
27.0;3.27;48.99
