GRAND_ID: 1994
DAM_NAME: -75.073296
LONG: -75.073296
LAT: -13.24324
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.62
2.0;0.0;1.24
3.0;0.0;1.87
4.0;1.14;3.63
5.0;1.14;5.39
6.0;1.14;7.15
7.0;1.14;8.91
8.0;3.04;12.58
9.0;3.04;16.24
10.0;3.04;19.91
11.0;3.04;23.57
12.0;4.69;28.89
13.0;4.69;34.2
14.0;4.69;39.51
15.0;4.69;44.82
16.0;7.71;53.16
17.0;7.71;61.49
18.0;7.71;69.83
19.0;7.71;78.16
20.0;11.77;90.56
21.0;11.77;102.95
22.0;11.77;115.34
23.0;11.77;127.74
24.0;15.13;143.49
25.0;15.13;159.24
26.0;15.13;175.0
27.0;15.13;190.75
28.0;16.61;207.99
29.0;16.61;225.22
30.0;16.61;242.46
31.0;16.61;259.7
