GRAND_ID: 2485
DAM_NAME: -39.432858
LONG: -39.432858
LAT: -6.305817
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.08;0.22
2.0;0.25;0.61
3.0;0.41;1.16
4.0;0.69;1.99
5.0;0.85;2.99
6.0;1.12;4.25
7.0;1.52;5.91
8.0;2.48;8.53
9.0;3.2;11.87
10.0;4.26;16.27
11.0;5.31;21.73
12.0;6.68;28.56
13.0;7.98;36.68
14.0;9.8;46.62
15.0;11.31;58.07
16.0;13.08;71.3
17.0;14.27;85.71
18.0;15.75;101.6
19.0;16.77;118.51
20.0;17.97;136.63
21.0;18.73;155.5
22.0;19.62;175.26
23.0;20.0;195.4
24.0;20.48;216.02
