GRAND_ID: 2586
DAM_NAME: -4.373078
LONG: -4.373078
LAT: 56.241382
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.17
2.0;0.09;0.39
3.0;0.13;0.66
4.0;0.21;1.0
5.0;0.26;1.4
6.0;0.32;1.85
7.0;0.35;2.34
8.0;0.42;2.9
9.0;0.45;3.49
10.0;0.5;4.12
11.0;0.54;4.8
12.0;0.6;5.53
13.0;0.64;6.31
14.0;0.69;7.14
15.0;0.74;8.02
16.0;0.8;8.96
17.0;0.85;9.95
18.0;0.91;11.0
19.0;0.96;12.09
20.0;1.0;13.24
21.0;1.04;14.41
22.0;1.06;15.61
23.0;1.08;16.83
24.0;1.11;18.07
25.0;1.12;19.33
26.0;1.12;20.59
27.0;1.13;21.85
28.0;1.13;23.13
29.0;1.14;24.41
