GRAND_ID: 2543
DAM_NAME: -44.61514
LONG: -44.61514
LAT: -21.327666
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.91;1.09
2.0;1.35;2.61
3.0;2.78;5.57
4.0;3.33;9.08
5.0;5.14;14.39
6.0;6.03;20.6
7.0;8.12;28.9
8.0;9.18;38.26
9.0;11.41;49.84
10.0;12.51;62.53
11.0;14.4;77.1
12.0;15.24;92.51
13.0;17.62;110.3
14.0;18.41;128.89
15.0;21.18;150.25
16.0;22.2;172.63
17.0;25.57;198.37
18.0;27.43;225.98
19.0;32.68;258.84
20.0;35.11;294.12
21.0;43.08;337.37
22.0;46.3;383.85
23.0;56.23;440.25
24.0;59.67;500.09
25.0;68.38;568.65
26.0;71.55;640.38
27.0;79.11;719.66
28.0;81.79;801.63
29.0;87.99;889.79
30.0;90.1;980.06
31.0;95.07;1075.31
32.0;96.77;1172.26
33.0;100.57;1273.01
34.0;101.78;1374.97
35.0;104.91;1480.06
36.0;105.91;1586.14
37.0;108.03;1694.35
