GRAND_ID: 3053
DAM_NAME: 14.916086
LONG: 14.916086
LAT: 66.259225
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.15
2.0;0.07;0.35
3.0;0.09;0.57
4.0;0.16;0.87
5.0;0.21;1.21
6.0;0.44;1.79
7.0;0.56;2.48
8.0;0.79;3.4
9.0;0.94;4.48
10.0;1.18;5.79
11.0;1.28;7.21
12.0;1.53;8.88
13.0;1.72;10.73
14.0;2.0;12.86
15.0;2.12;15.11
16.0;2.38;17.62
17.0;2.53;20.29
18.0;2.81;23.23
19.0;2.95;26.32
20.0;3.26;29.72
21.0;3.46;33.32
22.0;3.85;37.3
23.0;4.02;41.46
24.0;4.38;45.97
25.0;4.58;50.68
26.0;5.01;55.83
27.0;5.13;61.1
28.0;5.55;66.78
29.0;5.7;72.62
30.0;6.2;78.95
31.0;6.47;85.56
32.0;7.2;92.89
33.0;7.5;100.52
34.0;8.15;108.81
35.0;8.44;117.38
36.0;9.02;126.53
37.0;9.36;136.03
38.0;9.91;146.08
39.0;10.21;156.42
40.0;10.93;167.48
41.0;11.25;178.87
42.0;12.0;191.0
43.0;12.37;203.51
44.0;13.08;216.72
45.0;13.43;230.29
46.0;14.1;244.53
47.0;14.49;259.15
48.0;15.22;274.51
49.0;15.65;290.29
50.0;16.52;306.95
51.0;16.85;323.94
52.0;17.53;341.6
53.0;17.79;359.53
54.0;18.5;378.16
55.0;18.77;397.07
56.0;19.39;416.6
57.0;19.7;436.44
58.0;20.29;456.86
59.0;20.6;477.59
60.0;21.24;498.97
61.0;21.55;520.65
62.0;22.15;542.94
63.0;22.47;565.54
64.0;23.07;588.75
65.0;23.37;612.25
66.0;23.98;636.37
67.0;24.2;660.71
68.0;24.81;685.66
69.0;25.08;710.87
70.0;25.66;736.67
71.0;25.97;762.77
72.0;26.48;789.39
73.0;26.72;816.24
74.0;27.22;843.59
75.0;27.43;871.16
76.0;27.97;899.26
77.0;28.13;927.53
78.0;28.66;956.32
79.0;28.8;985.26
