GRAND_ID: 2516
DAM_NAME: -40.824117
LONG: -40.824117
LAT: -9.42266
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;15.35;18.52
2.0;66.95;88.63
3.0;92.89;184.67
4.0;159.33;347.16
5.0;202.42;552.74
6.0;299.96;855.87
7.0;361.39;1220.42
8.0;478.43;1702.01
9.0;532.06;2237.23
10.0;635.8;2876.19
11.0;694.61;3573.96
12.0;808.16;4385.29
13.0;861.52;5249.97
14.0;1039.42;6292.54
15.0;1119.29;7415.0
16.0;1354.77;8772.93
17.0;1464.37;10240.46
18.0;1672.87;11916.49
19.0;1814.3;13733.95
20.0;2260.96;15998.07
21.0;2390.24;18391.47
22.0;2602.88;20997.52
23.0;2709.9;23710.58
24.0;2911.72;26625.46
25.0;3018.48;29647.11
26.0;3185.52;32835.79
27.0;3270.24;36109.18
28.0;3407.71;39520.06
29.0;3471.09;42994.3
30.0;3605.31;46602.78
31.0;3668.95;50274.89
32.0;3775.4;54053.46
33.0;3832.38;57889.0
34.0;3924.95;61817.11
35.0;3967.0;65787.27
36.0;4039.52;69829.95
37.0;4069.47;73902.58
38.0;4115.35;78021.09
39.0;4129.9;82154.16
