GRAND_ID: 3750
DAM_NAME: 15.648958
LONG: 15.648958
LAT: 50.965906
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.13
2.0;0.07;0.31
3.0;0.11;0.53
4.0;0.17;0.8
5.0;0.21;1.12
6.0;0.29;1.52
7.0;0.34;1.97
8.0;0.43;2.51
9.0;0.49;3.1
10.0;0.61;3.82
11.0;0.68;4.6
12.0;0.77;5.48
13.0;0.82;6.41
14.0;0.89;7.41
15.0;0.92;8.43
16.0;0.99;9.53
17.0;1.02;10.66
18.0;1.08;11.84
19.0;1.1;13.06
20.0;1.15;14.31
21.0;1.17;15.59
22.0;1.21;16.9
23.0;1.23;18.24
