GRAND_ID: 971
DAM_NAME: -104.961993
LONG: -104.961993
LAT: 38.974701
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.13
2.0;0.06;0.32
3.0;0.06;0.51
4.0;0.14;0.77
5.0;0.14;1.04
6.0;0.2;1.37
7.0;0.2;1.71
8.0;0.29;2.13
9.0;0.29;2.54
10.0;0.39;3.07
11.0;0.39;3.59
12.0;0.5;4.22
13.0;0.5;4.86
14.0;0.64;5.62
15.0;0.64;6.39
16.0;0.81;7.34
17.0;0.81;8.28
18.0;0.95;9.36
19.0;0.95;10.45
20.0;1.13;11.71
21.0;1.13;12.97
22.0;1.26;14.36
23.0;1.26;15.75
24.0;1.41;17.29
25.0;1.41;18.83
26.0;1.54;20.5
27.0;1.54;22.17
28.0;1.68;23.98
29.0;1.68;25.78
30.0;1.81;27.72
31.0;1.81;29.66
