GRAND_ID: 2370
DAM_NAME: -47.956366
LONG: -47.956366
LAT: -15.668833
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.28;0.39
2.0;0.56;1.06
3.0;0.75;1.92
4.0;0.96;2.99
5.0;1.25;4.35
6.0;1.51;5.96
7.0;1.7;7.78
8.0;1.9;9.79
9.0;2.12;12.01
10.0;2.47;14.59
11.0;2.8;17.5
12.0;3.26;20.87
13.0;3.63;24.62
14.0;3.95;28.68
15.0;4.23;33.02
16.0;4.56;37.69
17.0;4.89;42.69
18.0;5.24;48.04
19.0;5.56;53.7
20.0;5.89;59.7
21.0;6.21;66.03
22.0;6.6;72.74
23.0;7.01;79.85
24.0;7.41;87.37
25.0;7.73;95.21
26.0;8.05;103.37
