GRAND_ID: 2789
DAM_NAME: -0.230208
LONG: -0.230208
LAT: 40.011581
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.09;0.31
2.0;0.21;0.74
3.0;0.3;1.26
4.0;0.46;1.95
5.0;0.58;2.75
6.0;0.74;3.72
7.0;0.85;4.79
8.0;1.01;6.02
9.0;1.12;7.36
10.0;1.24;8.83
11.0;1.33;10.38
12.0;1.43;12.03
13.0;1.5;13.75
14.0;1.57;15.54
15.0;1.61;17.38
16.0;1.66;19.26
17.0;1.68;21.17
18.0;1.71;23.1
19.0;1.73;25.05
20.0;1.74;27.01
21.0;1.75;28.99
22.0;1.76;30.98
23.0;1.77;32.97
24.0;1.78;34.97
