GRAND_ID: 2913
DAM_NAME: -4.800641
LONG: -4.800641
LAT: 36.944874
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.1;0.2
2.0;0.14;0.44
3.0;0.29;0.84
4.0;0.41;1.35
5.0;0.61;2.07
6.0;0.72;2.89
7.0;0.96;3.95
8.0;1.06;5.12
9.0;1.35;6.57
10.0;1.5;8.17
11.0;1.84;10.12
12.0;1.99;12.2
13.0;2.27;14.57
14.0;2.39;17.07
15.0;2.67;19.84
16.0;2.76;22.71
17.0;3.02;25.83
18.0;3.17;29.1
19.0;3.46;32.66
20.0;3.58;36.34
21.0;3.88;40.32
22.0;3.98;44.4
23.0;4.25;48.75
24.0;4.36;53.21
25.0;4.6;57.92
26.0;4.7;62.72
27.0;4.92;67.74
28.0;5.03;72.88
29.0;5.24;78.22
30.0;5.33;83.65
31.0;5.54;89.29
32.0;5.63;95.02
33.0;5.82;100.95
34.0;5.91;106.96
35.0;6.05;113.12
36.0;6.1;119.32
37.0;6.18;125.6
38.0;6.2;131.9
