GRAND_ID: 6691
DAM_NAME: 146.488174
LONG: 146.488174
LAT: -42.254049
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.13
2.0;0.05;0.3
3.0;0.07;0.49
4.0;0.14;0.74
5.0;0.16;1.02
6.0;0.21;1.34
7.0;0.23;1.7
8.0;0.29;2.1
9.0;0.31;2.54
10.0;0.39;3.04
11.0;0.41;3.57
12.0;0.6;4.29
13.0;0.68;5.09
14.0;0.93;6.14
15.0;1.03;7.29
16.0;1.33;8.74
17.0;1.44;10.3
18.0;1.82;12.24
19.0;1.96;14.32
20.0;2.24;16.67
21.0;2.36;19.15
22.0;2.58;21.85
23.0;2.64;24.61
24.0;2.78;27.5
25.0;2.82;30.44
26.0;3.04;33.6
27.0;3.14;36.86
28.0;3.32;40.3
29.0;3.38;43.8
30.0;3.49;47.41
31.0;3.52;51.05
32.0;3.6;54.76
33.0;3.62;58.5
34.0;3.68;62.3
35.0;3.69;66.11
36.0;3.73;69.95
37.0;3.74;73.81
