GRAND_ID: 2311
DAM_NAME: -65.194677
LONG: -65.194677
LAT: -26.616087
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.14
2.0;0.06;0.29
3.0;0.09;0.49
4.0;0.13;0.72
5.0;0.3;1.12
6.0;0.43;1.65
7.0;0.7;2.45
8.0;0.81;3.36
9.0;1.11;4.57
10.0;1.22;5.89
11.0;1.53;7.52
12.0;1.67;9.29
13.0;2.02;11.42
14.0;2.25;13.77
15.0;2.76;16.63
16.0;2.95;19.68
17.0;3.27;23.04
18.0;3.38;26.53
19.0;3.62;30.24
20.0;3.79;34.13
21.0;4.01;38.24
22.0;4.12;42.46
23.0;4.38;46.94
24.0;4.49;51.54
25.0;4.76;56.4
26.0;4.94;61.45
27.0;5.36;66.91
28.0;5.53;72.54
29.0;5.86;78.5
30.0;6.0;84.61
31.0;6.4;91.11
32.0;6.59;97.8
33.0;7.03;104.92
34.0;7.22;112.25
35.0;7.62;119.97
36.0;7.77;127.84
37.0;8.05;135.98
38.0;8.21;144.29
39.0;8.52;152.91
40.0;8.66;161.67
41.0;8.99;170.77
42.0;9.13;180.0
43.0;9.43;189.53
44.0;9.55;199.18
45.0;9.85;209.13
46.0;9.98;219.21
47.0;10.17;229.48
48.0;10.26;239.84
49.0;10.4;250.34
50.0;10.46;260.9
51.0;10.56;271.56
52.0;10.6;282.25
53.0;10.66;293.02
54.0;10.69;303.81
55.0;10.72;314.63
56.0;10.75;325.48
