GRAND_ID: 3677
DAM_NAME: 14.485417
LONG: 14.485417
LAT: -9.751837
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.13
2.0;0.02;0.26
3.0;0.04;0.41
4.0;0.05;0.57
5.0;0.07;0.75
6.0;0.09;0.96
7.0;0.1;1.17
8.0;0.12;1.41
9.0;0.14;1.66
10.0;0.16;1.93
11.0;0.18;2.23
12.0;0.21;2.55
13.0;0.23;2.89
14.0;0.26;3.26
15.0;0.27;3.64
16.0;0.36;4.11
17.0;0.43;4.66
18.0;0.6;5.37
19.0;0.74;6.22
20.0;0.95;7.29
21.0;1.21;8.61
22.0;1.4;10.12
23.0;1.54;11.76
24.0;1.66;13.53
25.0;1.74;15.39
26.0;1.8;17.3
27.0;1.84;19.25
28.0;1.88;21.23
29.0;1.9;23.24
30.0;1.92;25.28
31.0;1.94;27.33
32.0;1.96;29.4
33.0;1.97;31.49
34.0;1.99;33.59
35.0;2.0;35.7
36.0;2.02;37.83
37.0;2.03;39.97
38.0;2.04;42.11
39.0;2.04;44.27
40.0;2.05;46.43
41.0;2.05;48.59
