GRAND_ID: 5809
DAM_NAME: 107.369792
LONG: 107.369792
LAT: -6.913578
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.06;0.19
2.0;0.18;0.49
3.0;0.22;0.85
4.0;0.35;1.32
5.0;0.42;1.87
6.0;0.61;2.62
7.0;0.71;3.45
8.0;0.96;4.54
9.0;1.12;5.79
10.0;1.51;7.42
11.0;1.68;9.23
12.0;2.25;11.61
13.0;2.61;14.35
14.0;3.52;18.0
15.0;3.99;22.12
16.0;4.94;27.18
17.0;5.38;32.69
18.0;6.55;39.37
19.0;7.02;46.51
20.0;7.99;54.63
21.0;8.44;63.2
22.0;9.45;72.78
23.0;9.99;82.89
24.0;10.97;94.0
25.0;11.31;105.43
26.0;12.36;117.92
27.0;12.74;130.79
28.0;13.65;144.57
29.0;14.18;158.87
30.0;15.1;174.1
31.0;15.53;189.76
32.0;16.38;206.26
33.0;16.77;223.16
34.0;17.83;241.13
35.0;18.44;259.7
36.0;19.6;279.43
37.0;20.17;299.72
38.0;21.36;321.21
39.0;21.95;343.28
40.0;23.18;366.59
41.0;23.74;390.46
42.0;25.03;415.61
43.0;25.71;441.45
44.0;27.11;468.69
45.0;27.84;496.66
46.0;29.41;526.2
47.0;30.02;556.35
48.0;31.77;588.24
49.0;32.33;620.7
50.0;33.93;654.76
51.0;34.74;689.63
52.0;36.22;725.98
53.0;36.98;763.1
54.0;38.4;801.62
55.0;38.91;840.66
56.0;40.41;881.2
57.0;40.97;922.31
58.0;42.4;964.84
59.0;43.07;1008.04
60.0;44.3;1052.46
61.0;44.94;1097.53
62.0;46.24;1143.9
63.0;46.76;1190.79
64.0;47.91;1238.83
65.0;48.45;1287.41
66.0;49.78;1337.33
67.0;50.41;1387.86
68.0;51.64;1439.63
69.0;52.27;1492.04
70.0;53.32;1545.49
71.0;53.74;1599.35
72.0;54.77;1654.25
73.0;55.24;1709.62
74.0;56.13;1765.87
75.0;56.6;1822.6
