GRAND_ID: 3350
DAM_NAME: 8.347431
LONG: 8.347431
LAT: 46.421587
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.12
2.0;0.03;0.28
3.0;0.03;0.43
4.0;0.06;0.61
5.0;0.06;0.79
6.0;0.09;1.0
7.0;0.09;1.21
8.0;0.11;1.44
9.0;0.11;1.68
10.0;0.14;1.94
11.0;0.14;2.2
12.0;0.16;2.49
13.0;0.16;2.77
14.0;0.19;3.08
15.0;0.19;3.4
16.0;0.21;3.73
17.0;0.21;4.06
18.0;0.23;4.42
19.0;0.23;4.78
20.0;0.25;5.15
21.0;0.25;5.52
22.0;0.28;5.92
23.0;0.28;6.32
24.0;0.3;6.74
25.0;0.3;7.16
26.0;0.34;7.62
27.0;0.34;8.08
28.0;0.37;8.58
29.0;0.37;9.07
30.0;0.42;9.62
31.0;0.42;10.16
32.0;0.46;10.74
33.0;0.46;11.32
34.0;0.5;11.94
35.0;0.5;12.57
36.0;0.53;13.22
37.0;0.53;13.88
38.0;0.57;14.57
39.0;0.57;15.27
40.0;0.6;15.99
41.0;0.6;16.72
42.0;0.63;17.47
43.0;0.63;18.22
44.0;0.65;18.99
45.0;0.65;19.76
46.0;0.69;20.57
47.0;0.69;21.38
48.0;0.71;22.22
49.0;0.71;23.05
50.0;0.73;23.9
51.0;0.73;24.75
52.0;0.75;25.63
53.0;0.75;26.5
54.0;0.78;27.41
55.0;0.78;28.32
56.0;0.81;29.25
57.0;0.81;30.18
58.0;0.83;31.13
59.0;0.83;32.08
60.0;0.86;33.06
61.0;0.86;34.05
62.0;0.88;35.05
63.0;0.88;36.05
64.0;0.9;37.07
65.0;0.9;38.09
66.0;0.92;39.13
67.0;0.92;40.18
68.0;0.94;41.24
69.0;0.94;42.3
70.0;0.96;43.39
71.0;0.96;44.47
72.0;0.97;45.57
73.0;0.97;46.67
74.0;0.99;47.78
75.0;0.99;48.9
76.0;1.01;50.04
77.0;1.01;51.17
78.0;1.02;52.31
79.0;1.02;53.45
80.0;1.03;54.6
81.0;1.03;55.76
82.0;1.03;56.91
83.0;1.03;58.07
84.0;1.05;59.25
85.0;1.05;60.42
86.0;1.06;61.61
87.0;1.06;62.79
88.0;1.07;63.98
89.0;1.07;65.17
