GRAND_ID: 4196
DAM_NAME: 24.855302
LONG: 24.855302
LAT: -27.525344
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.15
2.0;0.11;0.36
3.0;0.16;0.63
4.0;0.23;0.96
5.0;0.28;1.34
6.0;0.42;1.86
7.0;0.56;2.53
8.0;0.69;3.32
9.0;0.83;4.25
10.0;0.96;5.32
11.0;1.08;6.51
12.0;1.25;7.86
13.0;1.44;9.41
14.0;1.65;11.15
15.0;1.85;13.1
16.0;2.12;15.32
17.0;2.47;17.9
18.0;2.81;20.81
19.0;3.1;24.02
20.0;3.46;27.59
21.0;3.74;31.43
22.0;4.02;35.55
23.0;4.22;39.88
24.0;4.45;44.43
25.0;4.6;49.13
26.0;4.74;53.97
27.0;4.82;58.9
28.0;4.91;63.92
