GRAND_ID: 4599
DAM_NAME: 31.681271
LONG: 31.681271
LAT: -26.145274
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.66;0.89
2.0;1.04;2.15
3.0;1.78;4.16
4.0;2.21;6.59
5.0;3.06;9.88
6.0;3.65;13.76
7.0;4.62;18.61
8.0;5.1;23.93
9.0;6.16;30.32
10.0;6.88;37.42
11.0;8.17;45.82
12.0;8.79;54.83
13.0;9.7;64.76
14.0;10.14;75.12
15.0;10.97;86.31
16.0;11.45;97.99
17.0;12.31;110.52
18.0;12.83;123.58
19.0;13.78;137.59
20.0;14.35;152.16
21.0;15.51;167.89
22.0;16.14;184.26
23.0;16.66;201.14
24.0;16.88;218.25
