GRAND_ID: 4300
DAM_NAME: 25.148031
LONG: 25.148031
LAT: -33.204941
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.12;0.23
2.0;0.23;0.56
3.0;0.53;1.2
4.0;0.79;2.09
5.0;1.07;3.28
6.0;1.29;4.67
7.0;1.65;6.43
8.0;1.97;8.51
9.0;2.38;11.0
10.0;2.66;13.77
11.0;3.13;17.01
12.0;3.47;20.59
13.0;3.89;24.59
14.0;4.21;28.9
15.0;4.79;33.8
16.0;6.01;39.92
17.0;9.21;49.24
18.0;12.6;61.95
19.0;15.39;77.44
20.0;17.59;95.14
21.0;20.02;115.28
22.0;21.22;136.61
23.0;22.23;158.95
