GRAND_ID: 3360
DAM_NAME: 11.703338
LONG: 11.703338
LAT: 46.304843
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.11
2.0;0.01;0.23
3.0;0.02;0.35
4.0;0.03;0.49
5.0;0.03;0.62
6.0;0.05;0.78
7.0;0.07;0.95
8.0;0.07;1.13
9.0;0.08;1.31
10.0;0.11;1.52
11.0;0.12;1.74
12.0;0.14;1.99
13.0;0.16;2.25
14.0;0.18;2.53
15.0;0.2;2.83
16.0;0.22;3.15
17.0;0.22;3.48
18.0;0.25;3.83
19.0;0.26;4.19
20.0;0.28;4.58
21.0;0.3;4.98
22.0;0.31;5.4
23.0;0.32;5.82
24.0;0.34;6.26
25.0;0.35;6.71
26.0;0.36;7.17
27.0;0.37;7.64
28.0;0.38;8.13
29.0;0.39;8.63
30.0;0.4;9.13
31.0;0.41;9.65
32.0;0.42;10.17
33.0;0.43;10.7
34.0;0.43;11.23
35.0;0.43;11.76
36.0;0.44;12.3
37.0;0.44;12.84
38.0;0.44;13.39
39.0;0.45;13.94
40.0;0.45;14.5
41.0;0.46;15.06
42.0;0.46;15.62
43.0;0.46;16.19
44.0;0.47;16.76
45.0;0.47;17.34
46.0;0.47;17.91
47.0;0.47;18.49
48.0;0.47;19.07
49.0;0.48;19.65
